score,id,class,significance,file,line number,procedure,priority,state,finding,owner,url
50,8902772.7545214452,Inappropriate Assignment Type,Style,bsmd.c,1379,sv2x_handle_radio_params,HB_PRIO_2,New,None,"",/warninginstance/7545214452.txt
50,8902776.7545214487,Inappropriate Assignment Type,Style,bsmd.c,1907,main,HB_PRIO_2,New,None,"",/warninginstance/7545214487.txt
50,8902782.7545215868,Inappropriate Assignment Type,Style,bsmreceive.c,263,update_recv_status,HB_PRIO_2,New,None,"",/warninginstance/7545215868.txt
50,8902783.7545215880,Inappropriate Assignment Type,Style,bsmreceive.c,583,bsm_receive_cb,HB_PRIO_2,New,None,"",/warninginstance/7545215880.txt
50,8902796.7545222673,Inappropriate Assignment Type,Style,bsm_common.c,68,dump_bsm_oss_data,HB_PRIO_2,New,None,"",/warninginstance/7545222673.txt
50,8902807.7545226165,Inappropriate Assignment Type,Style,bsmtransmit.c,80,sv2x_bsm_calc_qos_delta,HB_PRIO_2,New,None,"",/warninginstance/7545226165.txt
50,8902822.7545226404,Inappropriate Assignment Type,Style,oss_init.c,89,bsmd_oss_deinit,HB_PRIO_2,New,None,"",/warninginstance/7545226404.txt
50,8902827.7545226517,Inappropriate Assignment Type,Style,cn_fac_mgmt.c,28,fac_send_qos_indication,HB_PRIO_2,New,None,"",/warninginstance/7545226517.txt
50,8902828.7545226585,Inappropriate Assignment Type,Style,cn_fac_mgmt.c,496,bsm_mgmt_req_handler,HB_PRIO_2,New,None,"",/warninginstance/7545226585.txt
50,8902829.7545226586,Inappropriate Assignment Type,Style,cn_fac_mgmt.c,497,bsm_mgmt_req_handler,HB_PRIO_2,New,None,"",/warninginstance/7545226586.txt
50,8924934.7545226394,Inappropriate Assignment Type,Style,oss_init.c,28,bsmd_oss_init,HB_PRIO_2,New,None,"",/warninginstance/7545226394.txt
50,8924936.7545226397,Inappropriate Assignment Type,Style,oss_init.c,48,bsmd_oss_init,HB_PRIO_2,New,None,"",/warninginstance/7545226397.txt
50,8924938.7545226399,Inappropriate Assignment Type,Style,oss_init.c,56,bsmd_oss_init,HB_PRIO_2,New,None,"",/warninginstance/7545226399.txt
50,8924940.7545226401,Inappropriate Assignment Type,Style,oss_init.c,58,bsmd_oss_init,HB_PRIO_2,New,None,"",/warninginstance/7545226401.txt
50,8924941.7545226403,Inappropriate Assignment Type,Style,oss_init.c,65,bsmd_oss_init,HB_PRIO_2,New,None,"",/warninginstance/7545226403.txt
50,9002630.7545210292,Inappropriate Assignment Type,Style,sv2x_logging_api.h,273,"",HB_PRIO_2,New,None,"",/warninginstance/7545210292.txt
50,9002633.7545210295,Inappropriate Assignment Type,Style,sv2x_logging_api.h,275,"",HB_PRIO_2,New,None,"",/warninginstance/7545210295.txt
50,9002635.7545210297,Inappropriate Assignment Type,Style,sv2x_logging_api.h,276,"",HB_PRIO_2,New,None,"",/warninginstance/7545210297.txt
50,9002637.7545210299,Inappropriate Assignment Type,Style,sv2x_logging_api.h,277,"",HB_PRIO_2,New,None,"",/warninginstance/7545210299.txt
50,9002729.7545214466,Inappropriate Assignment Type,Style,bsmd.c,1580,facility_init,HB_PRIO_2,New,None,"",/warninginstance/7545214466.txt
50,9002734.7545222683,Inappropriate Assignment Type,Style,bsm_common.c,285,fill_bsm,HB_PRIO_2,New,None,"",/warninginstance/7545222683.txt
50,9002737.7545222686,Inappropriate Assignment Type,Style,bsm_common.c,295,fill_bsm,HB_PRIO_2,New,None,"",/warninginstance/7545222686.txt
50,9103484.7545212052,Inappropriate Assignment Type,Style,ds_livedata.c,856,fill_bsm_part1_live,HB_PRIO_2,New,None,"",/warninginstance/7545212052.txt
50,9103486.7545212055,Inappropriate Assignment Type,Style,ds_livedata.c,865,fill_bsm_part1_live,HB_PRIO_2,New,None,"",/warninginstance/7545212055.txt
50,9103524.7545214009,Inappropriate Assignment Type,Style,bsmd_misc.c,62,bsmd_change_tempid,HB_PRIO_2,New,None,"",/warninginstance/7545214009.txt
50,9103526.7545215871,Inappropriate Assignment Type,Style,bsmreceive.c,445,process_bsm_packet,HB_PRIO_2,New,None,"",/warninginstance/7545215871.txt
50,9103528.7545216610,Inappropriate Assignment Type,Style,pos_data_intf.c,104,stop_leap_second,HB_PRIO_2,New,None,"",/warninginstance/7545216610.txt
50,9103531.7545216614,Inappropriate Assignment Type,Style,pos_data_intf.c,114,start_leap_second,HB_PRIO_2,New,None,"",/warninginstance/7545216614.txt
50,9103578.7545226181,Inappropriate Assignment Type,Style,bsmtransmit.c,281,prepare_simulated_bsm,HB_PRIO_2,New,None,"",/warninginstance/7545226181.txt
50,9103581.7545226201,Inappropriate Assignment Type,Style,bsmtransmit.c,455,process_security_coc,HB_PRIO_2,New,None,"",/warninginstance/7545226201.txt
50,9103616.7545227423,Inappropriate Assignment Type,Style,security.c,56,id_change_n_bsm_ctx_cert_chng_update,HB_PRIO_2,New,None,"",/warninginstance/7545227423.txt
50,9103618.7545227425,Inappropriate Assignment Type,Style,security.c,57,id_change_n_bsm_ctx_cert_chng_update,HB_PRIO_2,New,None,"",/warninginstance/7545227425.txt
50,9103620.7545227427,Inappropriate Assignment Type,Style,security.c,58,id_change_n_bsm_ctx_cert_chng_update,HB_PRIO_2,New,None,"",/warninginstance/7545227427.txt
50,9103622.7545227429,Inappropriate Assignment Type,Style,security.c,59,id_change_n_bsm_ctx_cert_chng_update,HB_PRIO_2,New,None,"",/warninginstance/7545227429.txt
50,9103634.7545227442,Inappropriate Assignment Type,Style,security.c,99,bsm_cert_attach_n_change,HB_PRIO_2,New,None,"",/warninginstance/7545227442.txt
50,9103636.7545227444,Inappropriate Assignment Type,Style,security.c,101,bsm_cert_attach_n_change,HB_PRIO_2,New,None,"",/warninginstance/7545227444.txt
50,9103640.7545227455,Inappropriate Assignment Type,Style,security.c,157,bsm_cert_attach_n_change,HB_PRIO_2,New,None,"",/warninginstance/7545227455.txt
50,9103642.7545227457,Inappropriate Assignment Type,Style,security.c,162,bsm_cert_attach_n_change,HB_PRIO_2,New,None,"",/warninginstance/7545227457.txt
50,9103645.7545227464,Inappropriate Assignment Type,Style,security.c,201,bsm_cert_attach_n_change,HB_PRIO_2,New,None,"",/warninginstance/7545227464.txt
50,9103647.7545227466,Inappropriate Assignment Type,Style,security.c,208,bsm_cert_attach_n_change,HB_PRIO_2,New,None,"",/warninginstance/7545227466.txt
50,9103649.7545227468,Inappropriate Assignment Type,Style,security.c,209,bsm_cert_attach_n_change,HB_PRIO_2,New,None,"",/warninginstance/7545227468.txt
50,9318142.7545212050,Inappropriate Assignment Type,Style,ds_livedata.c,852,fill_bsm_part1_live,HB_PRIO_2,New,None,"",/warninginstance/7545212050.txt
50,9318144.7545214005,Inappropriate Assignment Type,Style,bsmd_misc.c,38,bsmd_change_msgcnt,HB_PRIO_2,New,None,"",/warninginstance/7545214005.txt
50,9318146.7545222678,Inappropriate Assignment Type,Style,bsm_common.c,266,fill_bsm,HB_PRIO_2,New,None,"",/warninginstance/7545222678.txt
50,9318149.7545222681,Inappropriate Assignment Type,Style,bsm_common.c,268,fill_bsm,HB_PRIO_2,New,None,"",/warninginstance/7545222681.txt
50,9370767.7545210471,Inappropriate Assignment Type,Style,libDME.c,45,sv2x_cn_nw_open,HB_PRIO_2,New,None,"",/warninginstance/7545210471.txt
50,9370769.7545210473,Inappropriate Assignment Type,Style,libDME.c,51,sv2x_cn_nw_open,HB_PRIO_2,New,None,"",/warninginstance/7545210473.txt
50,9370773.7545210479,Inappropriate Assignment Type,Style,libDME.c,116,sv2x_cn_nw_tx_register,HB_PRIO_2,New,None,"",/warninginstance/7545210479.txt
50,9370835.7545214398,Inappropriate Assignment Type,Style,bsmd.c,656,bsmd_rx_callback,HB_PRIO_2,New,None,"",/warninginstance/7545214398.txt
50,9370836.7545214400,Inappropriate Assignment Type,Style,bsmd.c,658,bsmd_rx_callback,HB_PRIO_2,New,None,"",/warninginstance/7545214400.txt
50,9370844.7545214437,Inappropriate Assignment Type,Style,bsmd.c,1222,set_defaults,HB_PRIO_2,New,None,"",/warninginstance/7545214437.txt
50,9370846.7545214439,Inappropriate Assignment Type,Style,bsmd.c,1223,set_defaults,HB_PRIO_2,New,None,"",/warninginstance/7545214439.txt
50,9370848.7545214445,Inappropriate Assignment Type,Style,bsmd.c,1282,facility_init_security,HB_PRIO_2,New,None,"",/warninginstance/7545214445.txt
50,9370851.7545214471,Inappropriate Assignment Type,Style,bsmd.c,1670,facility_deinit,HB_PRIO_2,New,None,"",/warninginstance/7545214471.txt
50,9370853.7545214500,Inappropriate Assignment Type,Style,bsmd.c,2165,main,HB_PRIO_2,New,None,"",/warninginstance/7545214500.txt
50,9370888.7545215849,Inappropriate Assignment Type,Style,bsmreceive.c,38,bsm_log_rx_data,HB_PRIO_2,New,None,"",/warninginstance/7545215849.txt
50,9370939.7545220908,Inappropriate Assignment Type,Style,sv2x_facility_rx_tpool.c,195,facility_rx_worker,HB_PRIO_2,New,None,"",/warninginstance/7545220908.txt
50,9370942.7545220914,Inappropriate Assignment Type,Style,sv2x_facility_rx_tpool.c,216,facility_rx_worker,HB_PRIO_2,New,None,"",/warninginstance/7545220914.txt
50,9370944.7545221084,Inappropriate Assignment Type,Style,sv2x_facility_tx_tpool.c,163,facility_tx_worker,HB_PRIO_2,New,None,"",/warninginstance/7545221084.txt
50,9371033.7545223399,Cast Removes const Qualifier,Reliability,libdsmp.c,567,nw_mgmt_lib_init,HB_PRIO_2,New,None,"",/warninginstance/7545223399.txt
50,9371034.7545223400,Non-const String Literal,Style,libdsmp.c,568,nw_mgmt_lib_init,HB_PRIO_2,New,None,"",/warninginstance/7545223400.txt
50,9371042.7545223413,Non-const String Literal,Style,libdsmp.c,659,sv2x_dsmp_init,HB_PRIO_2,New,None,"",/warninginstance/7545223413.txt
50,9371045.7545223415,Cast Removes const Qualifier,Reliability,libdsmp.c,700,sv2x_dsmp_init,HB_PRIO_2,New,None,"",/warninginstance/7545223415.txt
50,9371070.7545223455,Inappropriate Assignment Type,Style,libdsmp.c,962,sv2x_dsmp_stats_log,HB_PRIO_2,New,None,"",/warninginstance/7545223455.txt
50,9371213.7545226193,Inappropriate Assignment Type,Style,bsmtransmit.c,355,process_security_coc,HB_PRIO_2,New,None,"",/warninginstance/7545226193.txt
50,9371236.7545230155,Multiple External Definitions,Style,udpio.c,715,"",HB_PRIO_1,New,None,"",/warninginstance/7545230155.txt
50,9371238.7545230195,Multiple External Definitions,Style,udpio.c,746,"",HB_PRIO_1,New,None,"",/warninginstance/7545230195.txt
50,9371241.7545230213,Multiple External Definitions,Style,udpio.c,722,"",HB_PRIO_1,New,None,"",/warninginstance/7545230213.txt
50,9371242.7545230232,Multiple External Definitions,Style,udpio.c,824,"",HB_PRIO_1,New,None,"",/warninginstance/7545230232.txt
50,10405038.7545215371,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,656,append_stat_line,HB_PRIO_2,New,None,"",/warninginstance/7545215371.txt
50,10405041.7545215381,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,749,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215381.txt
50,10405042.7545215382,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,750,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215382.txt
50,10405043.7545215383,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,751,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215383.txt
50,10405044.7545215384,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,752,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215384.txt
50,10405045.7545215385,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,753,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215385.txt
50,10405046.7545215386,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,754,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215386.txt
50,10405047.7545215388,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,755,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215388.txt
50,10405048.7545215390,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,756,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215390.txt
50,10405049.7545215392,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,757,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215392.txt
50,10405050.7545215394,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,758,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215394.txt
50,10405051.7545215395,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,759,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215395.txt
50,10405052.7545215397,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,760,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215397.txt
50,10405053.7545215400,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,761,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215400.txt
50,10405054.7545215402,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,762,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215402.txt
50,10405055.7545215415,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,763,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215415.txt
50,10405056.7545215416,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,764,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215416.txt
50,10405057.7545215417,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,765,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215417.txt
50,10405058.7545215419,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,766,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215419.txt
50,10405059.7545215421,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,767,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215421.txt
50,10405060.7545215423,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,768,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215423.txt
50,10405061.7545215425,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,769,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215425.txt
50,10405062.7545215427,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,770,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215427.txt
50,10405063.7545215429,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,771,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215429.txt
50,10405064.7545215431,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,772,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215431.txt
50,10405065.7545215432,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,773,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215432.txt
50,10405066.7545215433,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,774,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215433.txt
50,10405067.7545215434,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,775,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215434.txt
50,10405068.7545215435,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,776,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215435.txt
50,10405069.7545215436,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,777,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215436.txt
50,10405070.7545215437,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,778,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215437.txt
50,10405071.7545215438,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,779,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215438.txt
50,10405072.7545215439,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,780,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215439.txt
50,10405073.7545215440,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,781,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215440.txt
50,10405074.7545215441,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,782,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215441.txt
50,10405075.7545215442,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,783,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215442.txt
50,10405076.7545215443,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,784,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215443.txt
50,10405077.7545215444,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,785,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215444.txt
50,10405078.7545215445,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,786,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215445.txt
50,10405079.7545215446,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,787,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215446.txt
50,10405080.7545215447,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,788,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215447.txt
50,10405081.7545215448,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,789,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215448.txt
50,10405082.7545215449,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,790,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215449.txt
50,10405083.7545215450,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,791,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215450.txt
50,10405084.7545215451,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,792,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215451.txt
50,10405085.7545215452,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,793,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215452.txt
50,10405086.7545215453,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,794,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215453.txt
50,10405087.7545215454,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,795,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215454.txt
50,10405088.7545215455,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,796,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215455.txt
50,10405089.7545215456,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,797,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215456.txt
50,10405090.7545215457,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,798,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215457.txt
50,10405091.7545215458,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,799,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215458.txt
50,10405092.7545215459,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,800,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215459.txt
50,10405093.7545215460,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,801,sav_v2x_secif_stats_error_log,HB_PRIO_2,New,None,"",/warninginstance/7545215460.txt
50,10429703.7545222809,Inappropriate Assignment Type,Style,io.c,947,radio_recv_callback,HB_PRIO_2,New,None,"",/warninginstance/7545222809.txt
50,10429705.7545223416,Cast Removes const Qualifier,Reliability,libdsmp.c,715,sv2x_dsmp_init,HB_PRIO_2,New,None,"",/warninginstance/7545223416.txt
50,10429712.7545224867,Inappropriate Assignment Type,Style,prefilter.c,366,pf_timer_thread,HB_PRIO_2,New,None,"",/warninginstance/7545224867.txt
50,10430025.7545225815,Inappropriate Assignment Type,Style,libsocket.c,567,udps_unix_init,HB_PRIO_2,New,None,"",/warninginstance/7545225815.txt
50,10535710.7545225833,Inappropriate Assignment Type,Style,libsocket.c,1085,udps_unix_deinit,HB_PRIO_2,New,None,"",/warninginstance/7545225833.txt
50,10567636.7545214667,Conversion to Function Pointer,Security,bsmd.c,1586,facility_init,HB_PRIO_1,New,None,"",/warninginstance/7545214667.txt
50,10567637.7545214668,Conversion from Function Pointer,Security,bsmd.c,1586,facility_init,HB_PRIO_1,New,None,"",/warninginstance/7545214668.txt
50,10567653.7545222113,Cast Removes const Qualifier,Reliability,sv2x_radio_adaptation.c,82,init_ref_sys,HB_PRIO_2,New,None,"",/warninginstance/7545222113.txt
50,10567660.7545226592,Cast Removes const Qualifier,Reliability,cn_fac_mgmt.c,566,facility_init_mgmt,HB_PRIO_2,New,None,"",/warninginstance/7545226592.txt
50,10567661.7545226593,Cast Removes const Qualifier,Reliability,cn_fac_mgmt.c,567,facility_init_mgmt,HB_PRIO_2,New,None,"",/warninginstance/7545226593.txt
50,10608792.7545214251,Inappropriate Assignment Type,Style,bsmd.c,110,watchdog_loop,HB_PRIO_2,New,None,"",/warninginstance/7545214251.txt
50,10608796.7545214255,Inappropriate Assignment Type,Style,bsmd.c,129,start_watchdog,HB_PRIO_2,New,None,"",/warninginstance/7545214255.txt
50,10608799.7545214258,Inappropriate Assignment Type,Style,bsmd.c,138,stop_watchdog,HB_PRIO_2,New,None,"",/warninginstance/7545214258.txt
50,10611768.7545218519,Inappropriate Assignment Type,Style,sv2x_cn_mgmt_api_i.c,30,sv2x_cn_stop_process,HB_PRIO_2,New,None,"",/warninginstance/7545218519.txt
50,10611773.7545225264,Inappropriate Assignment Type,Style,sav_v2x_sec_utils.c,54,hv2x_hexStringToDecimal,HB_PRIO_2,New,None,"",/warninginstance/7545225264.txt
50,10620404.7545222983,Inappropriate Assignment Type,Style,udpio.c,54,udpio_ref_sys_init,HB_PRIO_2,New,None,"",/warninginstance/7545222983.txt
50,10620405.7545222984,Non-const String Literal,Style,udpio.c,54,udpio_ref_sys_init,HB_PRIO_2,New,None,"",/warninginstance/7545222984.txt
50,10830712.7545213195,Inappropriate Assignment Type,Style,savari_mac.c,30,savari_get_eth_mac,HB_PRIO_2,New,None,"",/warninginstance/7545213195.txt
50,10830715.7545214833,Malformed switch Statement,Style,sv2x_evtd.c,35,sv2x_evt_print,HB_PRIO_2,New,None,"",/warninginstance/7545214833.txt
50,10830716.7545214837,Malformed switch Statement,Style,sv2x_evtd.c,56,sv2x_evt_print,HB_PRIO_2,New,None,"",/warninginstance/7545214837.txt
50,10830734.7545224241,Non-const String Literal,Style,min_logger.c,275,write_min_tx_log_data,HB_PRIO_2,New,None,"",/warninginstance/7545224241.txt
50,10830735.7545224252,Non-const String Literal,Style,min_logger.c,428,write_min_rx_log_data,HB_PRIO_2,New,None,"",/warninginstance/7545224252.txt
50,10837062.7545215294,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,104,sav_v2x_secif_idchange_init,HB_PRIO_2,New,None,"",/warninginstance/7545215294.txt
50,10837070.7545215341,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,385,sav_v2x_sec_init,HB_PRIO_2,New,None,"",/warninginstance/7545215341.txt
50,10837072.7545215359,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,542,sav_v2x_secif_deinit,HB_PRIO_2,New,None,"",/warninginstance/7545215359.txt
50,10869867.7545212936,Inappropriate Assignment Type,Style,sav_v2x_sec_service_ac.c,255,sav_v2x_security_network_conn_status_cb,HB_PRIO_2,New,None,"",/warninginstance/7545212936.txt
50,10869868.7545212941,Inappropriate Assignment Type,Style,sav_v2x_sec_service_ac.c,329,sav_v2x_security_verify_cb,HB_PRIO_2,New,None,"",/warninginstance/7545212941.txt
50,10869870.7545212963,Inappropriate Assignment Type,Style,sav_v2x_sec_service_ac.c,563,sav_v2x_sec_cert_reset_service,HB_PRIO_2,New,None,"",/warninginstance/7545212963.txt
50,10869872.7545212965,Inappropriate Assignment Type,Style,sav_v2x_sec_service_ac.c,565,sav_v2x_sec_cert_reset_service,HB_PRIO_2,New,None,"",/warninginstance/7545212965.txt
50,10869875.7545212968,Inappropriate Assignment Type,Style,sav_v2x_sec_service_ac.c,566,sav_v2x_sec_cert_reset_service,HB_PRIO_2,New,None,"",/warninginstance/7545212968.txt
50,10869877.7545212973,Inappropriate Assignment Type,Style,sav_v2x_sec_service_ac.c,570,sav_v2x_sec_cert_reset_service,HB_PRIO_2,New,None,"",/warninginstance/7545212973.txt
50,10869879.7545212975,Inappropriate Assignment Type,Style,sav_v2x_sec_service_ac.c,571,sav_v2x_sec_cert_reset_service,HB_PRIO_2,New,None,"",/warninginstance/7545212975.txt
50,10869881.7545212977,Inappropriate Assignment Type,Style,sav_v2x_sec_service_ac.c,572,sav_v2x_sec_cert_reset_service,HB_PRIO_2,New,None,"",/warninginstance/7545212977.txt
50,10869883.7545212979,Inappropriate Assignment Type,Style,sav_v2x_sec_service_ac.c,578,sav_v2x_sec_cert_reset_service,HB_PRIO_2,New,None,"",/warninginstance/7545212979.txt
50,10869885.7545212988,Inappropriate Assignment Type,Style,sav_v2x_sec_service_ac.c,614,sav_v2x_sec_cert_reset_service,HB_PRIO_2,New,None,"",/warninginstance/7545212988.txt
50,10869886.7545213005,Inappropriate Assignment Type,Style,sav_v2x_sec_service_ac.c,891,sav_v2x_sec_service_sign_req,HB_PRIO_2,New,None,"",/warninginstance/7545213005.txt
50,10869889.7545213016,Inappropriate Assignment Type,Style,sav_v2x_sec_service_ac.c,1158,sav_v2x_sec_service_gps_data,HB_PRIO_2,New,None,"",/warninginstance/7545213016.txt
50,10869899.7545215287,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,64,sav_v2x_sec_wait_for_signNverify_to_finish,HB_PRIO_2,New,None,"",/warninginstance/7545215287.txt
50,10869901.7545215313,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,216,sav_v2x_secif_verify_msg_async,HB_PRIO_2,New,None,"",/warninginstance/7545215313.txt
50,10869902.7545215314,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,219,sav_v2x_secif_verify_msg_async,HB_PRIO_2,New,None,"",/warninginstance/7545215314.txt
50,10869903.7545215315,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,224,sav_v2x_secif_verify_msg_async,HB_PRIO_2,New,None,"",/warninginstance/7545215315.txt
50,10869906.7545215330,Inappropriate Assignment Type,Style,sav_v2x_sec_core.c,300,sav_v2x_secif_sign_msg,HB_PRIO_2,New,None,"",/warninginstance/7545215330.txt
